Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,ME1 OP5,ME1 OP6,ME1 OP7,ME1 OP8,ME1 OP9,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME2 OP6,ME2 OP7,ME2 OP8,ME2 OP9,ME2 OP10,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME3 OP6,ME3 OP7,ME3 OP8,ME3 OP9,ME3 OP10,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,ME4 OP6,ME4 OP7,ME4 OP8,ME4 OP9,ME4 OP10,ME5 OP1,ME5 OP2,ME5 OP3,ME5 OP4,ME5 OP5,ME5 OP6,ME5 OP7,ME5 OP8,ME5 OP9,ME5 OP10,ME6 OP1,ME6 OP2,ME6 OP3,ME6 OP4,ME6 OP5,ME6 OP6,ME6 OP7,ME6 OP8,ME6 OP9,ME6 OP10,ME7 OP1,ME7 OP2,ME7 OP3,ME7 OP4,ME7 OP5,ME7 OP6,ME7 OP7,ME7 OP8,ME7 OP9,ME7 OP10,ME8 OP1,ME8 OP2,ME8 OP3,ME8 OP4,ME8 OP5,ME8 OP6,ME8 OP7,ME8 OP8,ME8 OP9,ME8 OP10,ME9 OP1,ME9 OP2,ME9 OP3,ME9 OP4,ME9 OP5,ME9 OP6,ME9 OP7,ME9 OP8,ME9 OP9,ME9 OP10,BIG LoOP,ME10 OP2,ME10 OP3,ME10 OP4,ME10 OP5,ME10 OP6,ME10 OP7,ME10 OP8,ME10 OP9,BIG HiOP
200805,3.6896,3.7195,0.467,3.1999,5.2584,2.4017,0.7659,3.0416,5.3346,9.7975,3.3783,3.9878,2.0078,4.5727,3.7634,3.6248,3.251,1.5637,2.8919,9.7912,7.1852,6.1536,2.3002,5.6831,2.1216,4.842,4.8478,5.5949,6.4573,3.4627,4.837,6.7375,1.175,7.2316,6.1224,3.6268,3.6553,8.9789,1.2586,17.4737,2.1094,9.8045,6.3054,2.2477,3.2569,5.4162,7.6614,6.6928,5.5329,6.8956,-1.7923,5.0845,3.8489,5.2367,1.4341,6.3222,5.5815,2.2206,8.1001,14.7953,4.2992,8.7351,2.422,6.815,0.9181,0.0094,3.8929,6.6117,8.1914,4.9122,3.0575,5.0904,5.0114,6.9261,5.5447,5.0811,3.0535,3.3602,1.3752,4.4637,3.0136,4.5697,4.9543,0.0544,8.4352,3.1592,3.7121,1.6072,2.2493,2.0985,2.0117,1.3575,2.5144,-1.9712,1.8663,-3.5471,-1.8122,1.952,0.2505,5.5652
200806,-5.4905,-8.2041,-8.6173,-7.3847,-4.6847,-9.2307,-12.5379,-11.0766,-6.3097,-6.3604,-9.8623,-9.8222,-11.5729,-8.3097,-5.4207,-14.7592,-12.0054,-11.4646,-12.2066,-1.3371,-7.6649,-7.3427,-13.9439,-11.3624,-10.2646,-7.1972,-8.7633,-0.0751,-10.2024,-9.6591,-9.6643,-11.2374,-12.2559,-10.0597,-10.1069,-3.969,-5.1399,2.4165,-9.5099,4.4864,-13.2917,-8.1223,-8.0259,-8.5615,-7.268,-2.3027,-5.2791,-5.4756,-10.8357,-5.4985,-12.7567,-10.0509,-11.253,-2.8353,-8.9258,-8.0165,-8.1963,-4.0149,-4.4169,-4.7117,-5.4782,-9.0739,-9.6298,-6.2159,-10.4294,-9.0299,-7.921,-2.1404,-9.6408,-4.9364,-12.6859,-12.3665,-7.6555,-4.7246,-9.0008,-7.1752,-11.4811,-10.1559,-9.3194,-7.6031,-15.2744,-10.6888,1.1009,-8.6932,-4.2874,-10.3916,-7.8071,-5.3672,-5.7843,-7.1963,-2.9911,-15.1773,-11.8397,-13.1365,-9.6213,-12.286,-14.3843,-7.5124,-3.7088,-5.8244
200807,1.6734,1.0097,0.7631,3.7051,6.247,3.8037,5.7579,7.6981,4.0331,-1.8031,4.3062,3.9268,9.2351,5.7435,8.4195,11.4488,10.5289,9.0345,3.839,6.0952,4.2582,1.8868,5.7175,4.248,5.5995,6.4894,-1.7461,2.944,5.93,0.1458,4.3122,5.9438,4.8611,-0.0128,5.3114,0.6317,4.6662,8.7253,-2.4815,4.882,-1.6756,2.5883,3.35,3.236,3.8648,-0.176,1.5445,-4.6598,4.038,-5.2508,1.7824,0.5468,3.2943,-0.8697,4.0292,-4.6239,4.267,0.6642,-0.453,-2.1797,-0.2892,-6.3964,2.3176,2.9863,-2.3698,-4.284,-2.7864,-5.2907,-6.8543,-4.6852,-2.5997,-1.8675,-7.9978,-7.1285,-1.4764,-3.6743,0.4917,-3.96,-2.625,0.4532,-11.7493,-1.9109,1.459,4.1594,6.023,-2.0262,-9.6066,-2.935,-6.9893,2.6496,4.7844,0.3283,-3.3471,2.5611,8.13,0.1826,-1.7434,2.5235,-6.0901,-0.3179
200808,-0.0314,4.2159,3.047,2.1544,6.8994,5.603,7.5166,5.6304,4.6695,4.9208,2.1472,8.0134,7.1218,2.8763,6.46,2.6678,0.5511,6.254,2.9578,4.182,3.6584,5.5432,4.2794,7.2395,4.6895,5.4832,1.5202,4.5551,5.6045,6.5953,8.1696,6.4013,3.4332,7.6691,2.8567,6.3314,3.4681,9.4522,5.828,7.6134,-0.3346,6.0858,1.507,3.3552,4.803,8.6646,4.2658,3.8367,6.1987,0.5838,5.5595,0.4974,5.9143,4.421,3.6817,0.756,0.8524,4.2725,3.7045,2.5987,3.7058,0.4259,2.0347,3.0853,1.7756,2.7422,0.1962,0.5942,1.4311,0.5834,-3.33,0.2057,2.9858,-0.9961,0.618,5.9638,1.5079,2.0616,2.1738,2.1069,-4.0693,-4.2235,4.8885,-1.5985,-0.2548,0.0683,-4.8352,1.5582,0.7456,2.6493,0.304,-4.1616,-1.4658,-1.9556,-1.2263,2.3067,2.5165,1.5999,1.024,2.2911
200809,-12.6378,-7.2155,-3.8111,-5.1141,-6.4394,-5.5955,-6.542,-9.8053,-10.6364,-8.0646,-11.5288,-7.1209,-1.6419,-5.8391,-5.5473,-3.1669,-3.1679,-5.1497,-9.5017,-13.7335,-9.4882,-9.8157,-5.2252,-6.6946,-5.7769,-7.1812,-4.4817,-5.4461,-10.6832,-9.3598,-9.3755,-8.8375,-6.9312,-10.7226,-7.1427,-0.5394,-3.0318,-8.2567,-5.9352,-9.6052,-10.807,-14.8899,-11.5782,-9.7496,-8.3415,-7.273,-7.0668,-7.9829,-15.7986,-10.1536,-11.3796,-5.3086,-8.7173,-13.9387,-6.3023,-11.0775,-9.0073,-11.5821,-12.1494,-8.5429,-16.8562,-10.0046,-13.7709,-9.2986,-11.5694,-9.5349,-10.2283,-10.3281,-13.9979,-13.9199,-5.2863,-17.9005,-12.2522,-23.9141,-7.1907,-11.8561,-11.2593,-13.3489,-18.8198,-10.0734,-24.5829,-10.062,-6.2881,-6.4679,-6.7308,-11.6582,-16.5006,-11.6641,-14.5792,-8.1995,2.0688,-32.5573,-9.5355,-15.2582,-3.1412,-8.0575,-8.085,-5.9823,-6.571,-7.1789
200810,-23.4713,-22.0449,-19.6958,-17.3302,-12.6607,-14.2703,-18.8525,-15.7947,-21.061,-21.58,-22.1584,-23.4894,-13.7461,-17.7586,-20.5857,-15.6426,-17.6044,-19.6724,-18.2601,-27.6103,-27.9464,-24.5348,-17.245,-18.8862,-20.8926,-11.0982,-27.7468,-27.841,-20.3197,-28.7394,-22.0065,-19.0156,-21.4216,-22.8038,-20.5819,-18.291,-23.299,-13.8972,-20.5335,-22.127,-26.1646,-19.7256,-17.5937,-17.6666,-20.7559,-18.004,-18.4963,-15.2135,-21.041,-24.1966,-19.1207,-27.319,-13.656,-26.3484,-16.5937,-17.2978,-17.293,-21.3324,-21.7049,-16.798,-21.7344,-23.955,-26.0349,-22.7566,-17.2373,-19.3589,-21.4329,-22.4102,-22.1012,-25.5277,-13.178,-28.6043,-14.1878,-24.8324,-18.1108,-26.2998,-22.3806,-21.3999,-22.103,-16.6576,-32.6026,-24.495,-27.0062,-22.4369,-19.792,-17.2844,-22.5563,-17.8335,-18.6699,-17.4992,-30.1256,-25.1963,-13.2774,-24.4338,-22.0474,-12.2926,-15.0205,-12.1496,-14.7426,-12.6293
200811,-17.0919,-16.4551,-17.2246,-16.9088,-16.2178,-8.8717,-11.0504,-12.1073,-16.9109,-20.5834,-12.9023,-11.0794,-9.4382,-13.1217,-12.0458,-14.9358,-6.2587,-12.6863,-8.8788,-10.6387,-12.4643,-13.9701,-9.8439,-9.07,-12.4909,-10.1155,-19.532,-9.8407,-18.7414,-20.0247,-15.2203,-13.1387,-14.5364,-9.9263,-9.6643,-10.4704,-3.5603,-12.3302,-4.842,-4.0418,-14.3277,-8.3299,-10.3981,-9.9414,-13.9111,-9.4033,-15.0403,-8.0789,-15.6668,-17.1698,-11.2021,-2.134,-6.3184,-9.2163,-5.2524,-5.6045,-8.4448,-7.7877,-9.7111,-15.5773,-14.7505,-8.9609,-16.0025,-9.6726,-11.4437,-8.834,-8.1636,-5.7941,-4.9774,-14.152,1.3084,-21.0928,-11.9919,1.956,-8.2473,-15.1976,-4.45,-12.1272,-9.5431,-4.7147,-17.8388,-14.7693,-19.5606,-8.5645,-14.6773,-7.9421,-3.6076,-7.2026,-10.3132,-12.8908,-25.8812,-15.304,-10.0437,-6.9356,-16.0675,-5.1108,-7.3428,-6.7881,-0.3336,-6.3648
200812,2.9632,2.4514,3.8229,0.4357,4.4193,-0.1372,1.9911,1.8474,-1.1425,3.1064,3.2191,4.0681,3.7552,7.0786,4.9449,4.6683,7.6727,10.2934,1.8958,5.1081,2.5317,10.8629,6.4458,10.9087,7.6665,6.399,10.8509,2.7795,4.775,3.9123,4.0041,6.4604,10.9782,-0.3972,5.9185,2.1456,1.8545,6.4728,1.3022,7.5947,7.0929,6.6259,1.2855,6.4442,0.6206,2.9104,1.6202,2.9916,5.077,5.7243,5.9779,10.6003,1.199,4.2077,3.31,5.3262,4.2243,7.3501,0.2769,6.3165,6.7042,4.3335,1.1691,7.2185,-0.2448,1.2106,-0.5518,5.5289,3.4421,9.5908,2.1483,9.9935,-1.6776,-1.7487,3.6474,2.0702,1.7966,7.9916,4.4463,4.8,-3.1089,10.1671,8.0241,6.2296,-2.9803,4.4084,-0.4835,2.3437,2.4156,1.041,-10.3954,5.2161,-0.936,8.6366,-4.6265,0.0112,0.1064,3.4455,-1.0918,0.8695
200901,-3.2032,-8.309,-13.3558,-13.0954,-15.6364,-11.8645,-8.8287,-12.2059,-13.1283,-6.2465,-5.8367,-16.7216,-18.9662,-18.1913,-16.6146,-21.0876,-15.6586,-13.2778,-14.5738,-13.4882,-2.8567,-9.4458,-12.8467,-11.6765,-12.4774,-12.9113,-13.6286,-16.0793,-9.475,-10.1806,-7.0948,-13.9038,-14.5341,-14.3643,-11.493,-15.6351,-12.5152,-11.7291,-4.7629,-7.1979,-10.6471,-11.681,-12.0925,-9.6745,-6.0794,-9.1944,-12.9114,-12.6167,-8.1977,-8.0451,-6.9355,-11.0219,-5.1305,-7.1166,-13.4463,-8.4861,-13.5798,-5.1829,-5.4215,-2.5959,-0.1566,-4.7897,-9.909,-7.7611,-9.6295,-7.1525,-5.1763,-4.7469,-9.7996,-3.5683,1.7872,-4.9097,-10.9533,-6.7344,-11.4478,-10.1817,-8.1625,-5.4091,-7.1512,-4.5719,-7.0055,-7.8516,-12.1523,-6.5884,-15.5096,-7.2474,-2.1145,-3.6505,-5.7428,-6.7349,-24.6396,-4.8486,-4.2373,-7.2158,-16.7641,-12.3228,-9.2116,-6.2407,-5.3922,-8.7046
200902,-12.7949,-11.408,-13.9454,-10.2281,-18.4727,-13.3848,-15.9727,-14.0364,-12.7064,-14.5037,-12.0347,-13.2601,-10.501,-17.382,-12.1004,-13.0528,-11.9595,-12.6326,-12.0746,-5.9077,-13.7607,-11.139,-13.1713,-16.9181,-15.0667,-12.2735,-12.9239,-11.1285,-11.1299,-10.9147,-13.1176,-13.7177,-13.3909,-12.1148,-15.6303,-7.1934,-11.4107,-8.1229,-9.7693,-12.9589,-12.1294,-10.5735,-7.6113,-10.6025,-5.8984,-10.8543,-13.1642,-8.7502,-17.6096,-7.4226,-13.2379,-5.679,-13.0291,-14.5969,-3.8876,-10.1663,-10.318,-10.1759,-10.2065,-5.2866,-3.048,-16.8306,-11.9459,-12.7323,-15.9822,-9.3933,-8.697,-7.7853,-11.2908,-8.116,-0.6825,-20.6153,-7.974,-4.2754,-9.9119,-8.1539,-9.1833,-10.7023,-10.9966,-6.7772,-7.9636,-12.2554,-15.9306,-12.1639,-13.9881,-13.0378,-11.2934,-7.9328,-4.3376,-8.5555,-23.0014,-5.1179,-11.3352,-12.9207,-16.2065,-12.3088,-6.4063,-11.0238,-9.9303,-6.4083
200903,9.3544,5.0315,10.5813,10.5394,8.8438,11.8213,10.2266,7.3627,13.5141,11.0656,8.4565,9.6804,11.106,8.4065,15.0405,8.9011,12.8695,5.638,19.721,5.919,13.9481,10.3673,9.1075,9.1194,4.6087,4.6123,12.3943,8.7445,12.4268,6.5338,13.5625,11.4743,9.758,9.1347,7.8264,10.6694,8.1232,8.7721,2.8843,12.5576,15.1344,11.0603,18.6735,6.7669,6.954,6.9257,10.2318,8.2413,10.9619,11.1983,8.4129,16.3786,5.1147,5.7598,11.012,8.3687,7.1589,6.0959,13.8724,6.3283,12.942,11.652,14.4472,8.5158,9.0328,9.2976,13.0756,5.6359,7.5931,10.2553,2.3341,17.8418,6.194,9.8605,8.8745,8.5515,4.6436,10.1653,4.2793,8.3396,14.054,9.7518,5.5815,0.8574,8.3042,8.4101,6.3151,11.5027,8.1349,6.8097,42.502,18.0119,2.9829,13.7596,15.7761,6.3787,10.4619,8.7128,5.1671,10.3141
200904,14.8245,13.1347,16.6502,14.254,18.0228,12.2112,13.0213,18.5298,22.6386,19.1675,20.3581,15.9847,13.22,17.9882,19.9657,18.8126,18.0741,10.6119,23.5635,15.9994,14.1981,12.5422,10.6304,15.414,20.8826,13.5417,20.5185,21.1803,28.3419,32.3674,10.5991,16.03,9.467,20.9575,14.1203,14.642,16.6164,25.2203,17.1032,17.7041,22.196,18.6359,15.5137,12.1395,18.6222,17.6113,17.122,15.6881,17.4784,18.4565,7.2036,15.0479,7.9637,17.3544,11.1088,16.3143,19.6833,17.5835,16.6216,15.7332,12.5036,17.8941,16.7873,16.6626,15.2858,12.249,14.6681,10.4544,14.5778,13.0457,5.198,19.876,11.6624,10.0124,9.7936,14.7996,13.1659,18.6548,16.5133,8.0688,23.5664,21.4167,15.2355,4.4325,21.8933,6.4838,18,9.4301,11.6294,17.661,3.4972,10.7657,8.0285,7.5772,18.2333,8.3633,8.9942,4.4266,5.0383,6.6288
200905,11.5599,7.466,5.1011,8.3812,2.1163,0.3605,10.1018,1.8859,6.3126,14.8582,7.222,0.1079,-0.6265,-0.1953,2.2797,1.8586,0.3616,2.0936,-1.8788,2.9001,9.6601,1.3489,1.327,-0.5228,2.3339,2.4438,-0.8943,-1.6442,-1.1786,9.0633,4.7568,4.5005,3.2945,5.3252,3.0076,-2.2155,-1.6444,3.3996,8.9615,3.4581,0.8785,1.8555,0.3199,1.7719,-1.8709,1.9231,0.6103,5.7705,2.8406,1.6107,3.8472,-1.7819,4.7582,4.4467,-0.2414,1.1084,2.7987,2.4352,2.15,4.0552,2.9842,5.0343,4.0064,-0.1636,7.985,5.1159,4.6065,0.4553,3.8517,2.9588,2.1477,10.9312,6.7562,-4.6332,5.1347,1.7865,7.3717,5.2082,3.7018,1.5193,8.512,7.4891,4.7219,10.2321,2.8906,3.3625,8.7038,5.5006,3.9789,4.7414,10.6841,15.4502,2.6912,7.3112,5.7628,3.2948,4.3903,6.8095,5.5384,3.8639
200906,6.9043,4.3323,4.2994,3.9978,5.1429,6.0787,4.2502,5.5979,5.2092,4.8793,6.1629,2.344,3.4293,4.733,2.5072,-2.0003,0.87,12.3896,0.5884,1.0389,8.1625,2.6157,3.0376,0.8902,2.2175,-0.1327,-2.7884,0.0084,2.4547,2.1837,5.4621,2.044,4.1646,1.2605,-0.7951,-0.5756,-0.5452,0.2511,-2.1215,-0.1836,5.6479,-0.0078,5.0707,2.9101,4.047,-1.7049,-2.3014,4.3542,-3.5443,-3.1291,0.6825,1.9229,2.5498,2.7429,-0.4923,-1.5442,-2.8442,-2.1449,-0.9689,-2.2998,0.6668,-0.7531,0.341,2.4877,-0.5098,1.209,1.2688,1.7471,-4.2477,1.5742,2.4061,1.5424,-0.7487,-3.7236,-0.8575,0.4907,0.9715,-2.3715,0.6224,2.623,0.0256,-1.149,-4.2828,-3.0968,3.377,2.4803,-0.2481,-0.7704,-1.1196,-0.4558,-4.5263,-1.9347,-0.7263,0.4998,1.862,-0.3763,-1.9078,0.8679,-1.1178,7.778
200907,8.4802,10.8297,9.2878,9.7484,6.2778,9.9119,20.5779,15.4105,6.7184,17.9857,10.3387,8.9412,7.8794,10.5064,11.752,8.5615,11.5024,8.4743,5.546,16.1197,11.596,9.1799,7.9466,10.0706,12.7504,9.5627,10.5128,8.8177,4.4023,12.0062,5.2925,9.3307,6.5384,9.4207,7.3068,8.1253,13.466,11.2113,13.2838,15.8709,15.2161,12.0066,11.9044,9.3173,14.2099,5.8423,12.0458,6.4618,5.7658,12.9462,11.4597,5.1477,9.6499,6.9678,8.3552,8.8464,10.5611,12.5971,11.249,11.2727,9.8875,5.1507,8.1152,12.4849,6.2991,8.735,5.82,13.0513,7.1978,12.1243,8.0971,4.5197,8.9554,12.2504,7.4963,11.9124,9.113,5.4477,10.7121,10.2463,9.6195,14.9586,7.9293,6.8816,8.994,9.0125,9.0716,6.8133,7.1775,6.4063,8.6494,5.077,7.7858,12.013,7.6972,8.6749,8.5403,6.9071,5.728,4.1303
200908,7.6176,4.9839,10.592,4.3089,4.2613,5.0533,7.8327,9.2383,2.5377,10.0635,4.8456,2.764,2.702,0.1116,4.6907,4.6605,3.1578,5.921,14.3553,7.8408,2.8654,-0.1962,0.0419,0.634,1.498,4.3758,1.8327,-1.1073,0.6215,1.8375,4.927,2.0165,6.5935,2.2047,2.3779,6.1464,5.9289,1.8919,-1.2745,4.2677,3.1027,3.6813,7.8173,4.7201,1.0738,2.3412,4.1405,5.3975,1.9375,4.8062,4.7113,2.9745,3.0971,2.8315,0.7594,3.5685,1.062,2.7878,1.9509,2.4461,8.708,4.777,4.8746,1.3427,1.8043,3.2106,3.1573,2.1357,5.3224,6.5394,26.4467,3.292,9.6387,2.6381,1.8875,4.5901,3.4648,2.4045,5.264,2.1237,3.3775,10.8314,2.8445,0.7647,5.3019,6.9459,4.4884,1.6437,2.7608,0.9565,12.7158,3.344,10.6964,1.5119,4.441,0.7634,2.017,2.1936,1.4752,0.7733
200909,7.7004,6.394,1.9154,5.5261,6.791,4.5309,7.1109,2.7289,11.5747,8.5462,7.855,6.7298,5.6538,5.8734,3.8276,3.0467,8.4681,5.4535,12.6967,9.2304,10.9081,8.4238,6.601,4.1767,9.4283,7.2427,6.8155,7.7165,9.9968,9.2071,5.9473,4.2439,2.5389,4.2636,6.9706,2.9093,5.485,11.1977,11.3928,12.8176,5.3133,7.4447,2.7847,2.3226,4.6294,6.0116,2.9024,8.0155,8.1918,7.4633,5.1416,6.0093,6.7071,10.2527,6.0316,7.2053,6.0919,8.7388,7.9748,2.8453,3.7155,4.2044,3.4644,4.0787,9.5977,7.4646,5.014,6.8882,8.2422,5.7297,7.1354,3.6927,7.7467,5.7267,8.8156,8.083,6.6861,7.2634,5.2388,7.9172,4.0116,3.1646,5.6939,4.0711,4.3199,4.6745,6.7304,4.9512,5.2905,3.5097,4.4591,5.799,-0.0429,1.2742,4.0298,6.4603,3.0147,1.1632,3.3557,2.5202
200910,-10.3381,-9.2382,-6.6882,-4.6328,-6.4164,-6.1239,-6.6545,-7.5932,-5.4326,-5.3867,-13.8852,-7.102,-5.3425,-4.4323,-8.5854,-7.5746,-9.8093,-6.8107,-4.8316,-10.2766,-12.6343,-6.8332,-8.48,-6.464,-7.7975,-6.1391,-7.3738,-7.9571,-4.9394,-8.6838,-16.3599,-4.4097,-11.2549,-4.739,-4.1632,-2.8485,-5.4479,-5.3075,-6.5173,-10.4595,-13.4339,-10.3486,-5.4855,-5.7307,-1.5154,-4.3588,-3.4535,-3.8405,-5.7914,-4.7612,-13.7554,-6.3029,-6.6541,-1.996,-5.3627,-4.8929,-3.4222,-3.7683,-2.5975,-3.0949,-12.2149,-8.6045,-0.2858,-5.3011,-9.3361,-2.5307,-2.6209,-3.9932,-1.999,-5.038,-8.4426,-5.1878,-10.1119,-7.3539,-4.0883,-5.072,-1.2116,-1.9823,-3.1132,-4.8566,-5.8062,-3.7835,-3.8909,-3.146,-4.4739,-3.7627,-2.649,-3.0623,-2.1365,-1.7467,-2.5366,-3.7636,-4.3283,-1.1154,-6.3624,-3.4266,-1.1218,0.399,0.3018,2.0057
200911,1.2629,1.3424,1.4982,-0.5467,4.2702,0.6195,-1.6012,9.7659,4.1714,-3.4228,1.3457,0.6696,1.3424,1.7479,3.6053,1.7029,1.4983,0.0735,0.4319,-4.1246,3.4021,2.4992,3.1147,2.0276,1.3231,2.0283,-0.4355,3.6625,1.9786,6.1324,1.0251,6.0441,3.6623,1.4677,1.314,6.0019,1.0015,0.4471,2.0526,-1.2812,2.4175,5.936,2.9847,2.1066,2.1595,0.3682,6.2057,3.3267,5.5521,0.841,4.1805,4.6847,4.0016,5.8001,4.4409,2.2607,4.9528,4.5182,6.5361,1.8517,9.6996,7.1408,4.5695,3.4055,5.395,2.3374,4.9589,2.6708,4.0033,8.8186,-0.8541,5.2833,3.6568,6.8923,0.4853,5.4189,0.9509,6.0196,7.8648,1.3946,2.4799,3.7743,4.8367,3.1913,5.0157,6.698,3.0087,4.0308,2.8753,4.5102,4.5006,1.9592,4.6045,0.4088,7.1058,7.7781,7.6582,7.0162,5.7405,5.8356
200912,6.3219,7.3986,8.7983,7.3519,3.6824,7.1754,4.359,4.415,6.9436,7.9259,10.0583,10.0575,8.3568,8.4932,7.7857,9.3265,9.3093,8.8114,9.3647,13.9733,8.323,9.4094,10.7463,7.9761,5.3915,10.5374,5.5937,7.3615,10.153,13.8428,9.7017,6.5416,5.8882,9.1953,7.9436,6.2789,9.4083,10.515,10.4244,16.2953,7.4761,7.3056,7.0292,9.4761,3.4213,8.833,6.7928,7.0906,8.7844,6.2801,9.6734,4.4035,8.714,8.2458,5.6275,6.9218,7.9714,6.4456,8.544,5.4634,9.0125,4.742,6.5894,6.7504,2.5806,5.8686,5.5742,8.2727,2.4987,1.8603,7.7343,10.4739,4.7801,5.7091,6.7213,6.8779,5.8033,6.1954,5.4586,5.9246,5.3146,2.927,4.7148,6.7927,5.1485,3.7573,4.7085,4.5171,3.5435,2.0038,-3.5631,-0.4007,-0.1766,2.5825,4.0664,0.7654,2.0483,2.3636,1.6422,-1.277
201001,-1.8384,-0.5558,0.4638,-1.1102,-4.2129,-3.9974,-5.5781,-2.8614,-2.1931,0.5732,-5.2622,-3.4507,-4.6775,-5.435,-3.1237,-3.9527,-3.7494,-5.3786,-7.5735,-2.0629,-1.6746,-2.0229,-3.5931,-2.1511,-1.947,-5.7741,-3.1909,-6.2599,-1.431,-3.8914,-5.0118,-6.3988,-1.1692,-4.3521,-1.6744,-3.2271,1.2392,-3.6606,1.0754,0.515,-1.0551,-4.5528,-4.3554,-2.4339,-2.0033,-2.1042,-4.3497,-8.0458,-5.2987,-2.5271,0.8147,-1.0972,-6.216,0.1271,-4.6169,-4.2023,-5.7608,-3.3519,-4.8996,-5.32,-5.9799,1.9139,-5.764,-3.5734,-1.2382,-1.7428,-4.6509,-4.4416,-5.7048,-5.8263,1.1801,-4.3443,0.5789,-4.0135,-7.409,-2.6227,-3.1196,-5.2002,-3.0136,-6.851,-1.5471,-4.8226,-4.9783,-2.3528,-2.6686,-0.756,-3.5618,-4.3861,-5.2919,-1.7437,-8.3079,0.9126,-1.0045,-2.8656,-5.8642,-3.0231,-4.4133,-3.1437,-4.425,-4.1266
201002,4.8793,4.8113,5.1666,1.642,3.5755,3.5193,2.4741,6.2695,-0.1121,0.0593,7.342,6.513,3.8696,7.0546,4.1995,2.9322,5.458,4.7839,10.5921,10.3341,2.0309,7.0296,5.2985,2.5559,4.5108,1.2734,3.9403,-5.5304,5.8698,7.0366,-0.1104,4.6798,4.7809,6.734,2.9684,3.9077,1.5631,3.8734,5.0781,1.7932,5.4026,7.1029,3.9314,6.4844,5.4716,3.4432,6.9528,6.9865,4.8839,7.8566,0.3443,5.4141,5.4566,3.397,1.9031,4.4465,6.5107,4.0818,7.6518,6.2577,5.6501,5.1226,3.8413,4.344,0.2178,5.288,4.948,5.1179,3.5919,5.3777,5.716,4.7517,6.0389,2.6184,5.0642,3.213,2.6274,8.4323,9.8158,5.7206,2.7351,4.4352,2.6058,3.0451,6.3461,4.1591,6.1941,3.6631,2.3915,1.8354,5.7953,3.8481,3.6091,4.4156,1.8257,1.0879,2.0795,2.7462,1.6426,2.9324
201003,8.3207,6.0486,6.1831,8.2731,8.8066,6.1814,6.5926,11.1339,5.7039,12.6755,10.0428,8.3946,8.3472,5.4659,6.68,9.7883,15.86,1.1483,3.0952,10.365,10.5143,8.1326,8.3224,5.7143,6.7942,9.5857,8.6503,7.7478,6.1176,3.8422,2.8239,8.2301,10.2469,8.1959,6.0877,10.033,8.9981,9.5007,11.2833,8.9653,10.4074,9.3268,5.7539,4.548,5.7253,4.651,6.0507,10.0822,8.9001,12.8265,6.9105,7.3296,8.0187,8.5779,12.5051,7.7077,7.2939,9.3364,8.8551,6.5351,6.7687,7.3637,4.3484,5.8267,8.0584,7.6004,5.1945,6.7677,9.4911,8.0335,9.6043,7.5552,9.4453,11.0053,5.5131,8.2598,9.0989,5.2032,10.1139,6.8001,6.8898,7.9588,6.4788,1.9514,4.6321,7.0301,4.0524,5.3372,5.5131,5.367,7.2051,4.6523,7.5629,4.2089,11.9862,6.1145,5.0073,5.1623,4.8873,4.1198
201004,12.3527,9.453,8.8403,8.0401,5.2961,5.2627,12.6517,13.292,9.0143,14.9163,8.0473,8.1584,8.899,6.4055,9.6955,6.2554,6.3295,8.1523,2.8528,12.6715,6.2705,5.3201,3.6255,3.9241,6.9391,6.2497,2.8776,7.676,7.4005,7.1582,4.0587,3.3999,5.4047,3.6254,6.0948,4.0291,4.6512,6.8488,6.0579,4.9693,10.5553,5.6322,2.4625,4.9967,6.7623,6.5858,5.341,5.5895,8.1794,8.2131,4.1107,5.583,4.4135,4.7144,1.071,2.2675,4.191,4.4912,-1.795,3.5599,11.2023,5.8327,2.8611,6.7966,7.0829,6.8447,3.9322,1.521,4.7032,4.8805,4.9943,2.8348,4.4418,7.9011,5.108,-1.1667,1.4695,3.6492,3.7792,3.7693,3.2713,4.8782,-1.4072,3.164,2.3514,1.3583,2.218,0.7103,6.3076,2.5787,1.5742,-4.5467,-0.6243,1.5161,0.9135,-1.1184,1.3103,0.1501,3.3938,0.9707
